State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
Rajasthan,Central,Commercial,Biomass,11,2023,2996,Yes,Import,751
Maharashtra,Central,Commercial,Solar,3,2023,2550,No,Export,117
Uttar Pradesh,East,Industrial,Solar,7,2024,4996,No,Import,28
Madhya Pradesh,East,Commercial,Oil,3,2023,219,Yes,Export,374
Uttar Pradesh,West,Agriculture,Natural Gas,2,2024,4975,No,Import,662
Madhya Pradesh,South,Agriculture,Solar,3,2024,2795,No,Import,388
Maharashtra,South,Agriculture,Solar,11,2024,1130,No,Import,169
Gujarat,East,Transport,Natural Gas,3,2024,1313,Yes,Import,109
Karnataka,South,Commercial,Hydro,8,2023,4914,No,Import,274
Gujarat,East,Industrial,Solar,4,2024,4503,No,Import,759
Madhya Pradesh,Central,Industrial,Hydro,3,2023,2298,No,Import,759
Delhi,West,Transport,Hydro,10,2024,3958,No,Import,58
Karnataka,North,Industrial,Nuclear,5,2023,1375,Yes,Export,686
Karnataka,West,Agriculture,Hydro,4,2023,3227,Yes,Export,808
Uttar Pradesh,East,Commercial,Hydro,9,2023,3923,Yes,Export,424
Rajasthan,East,Industrial,Solar,8,2024,2198,No,Import,68
Uttar Pradesh,West,Industrial,Hydro,11,2024,1738,No,Export,192
Uttar Pradesh,East,Residential,Wind,7,2024,3035,Yes,Export,668
Delhi,South,Residential,Natural Gas,8,2023,2126,Yes,Import,456
Gujarat,South,Residential,Solar,5,2024,1579,Yes,Export,907
Gujarat,East,Commercial,Natural Gas,4,2024,1511,Yes,Import,310
West Bengal,East,Agriculture,Coal,7,2024,1452,No,Export,617
Madhya Pradesh,South,Agriculture,Solar,1,2023,122,Yes,Export,564
Delhi,East,Agriculture,Hydro,6,2024,4399,Yes,Export,363
West Bengal,East,Commercial,Wind,8,2024,4084,No,Export,778
Maharashtra,West,Commercial,Natural Gas,7,2023,4661,No,Export,222
Madhya Pradesh,North,Residential,Solar,2,2023,2846,No,Import,198
Madhya Pradesh,South,Industrial,Wind,7,2023,4566,Yes,Export,652
Andhra Pradesh,West,Transport,Natural Gas,6,2023,2543,Yes,Import,356
Andhra Pradesh,North,Transport,Coal,5,2023,4281,No,Export,821
Tamil Nadu,East,Industrial,Biomass,4,2023,3626,Yes,Import,912
Tamil Nadu,East,Residential,Oil,1,2024,82,Yes,Export,810
Uttar Pradesh,West,Industrial,Oil,2,2024,2744,No,Export,146
Maharashtra,East,Industrial,Coal,7,2023,4423,No,Export,39
Karnataka,Central,Transport,Biomass,10,2024,4895,Yes,Export,155
Karnataka,West,Residential,Nuclear,3,2023,3648,Yes,Export,833
Andhra Pradesh,North,Commercial,Biomass,5,2024,2442,No,Import,995
Andhra Pradesh,West,Transport,Nuclear,8,2023,4162,Yes,Export,477
Andhra Pradesh,South,Commercial,Solar,8,2023,2921,No,Export,626
Delhi,West,Residential,Nuclear,6,2024,2727,No,Import,512
Rajasthan,East,Industrial,Oil,5,2024,1451,No,Export,808
Tamil Nadu,East,Agriculture,Oil,2,2024,867,No,Export,977
Delhi,Central,Agriculture,Wind,9,2024,1710,Yes,Export,200
Gujarat,Central,Residential,Nuclear,1,2024,4612,Yes,Export,480
Karnataka,Central,Agriculture,Wind,11,2024,4773,No,Export,699
Madhya Pradesh,North,Commercial,Oil,2,2024,2488,No,Import,354
Tamil Nadu,Central,Agriculture,Natural Gas,1,2024,3033,No,Export,760
West Bengal,North,Residential,Natural Gas,12,2023,1260,No,Import,10
Gujarat,Central,Residential,Biomass,4,2024,649,No,Export,119
Tamil Nadu,North,Commercial,Biomass,4,2024,1896,No,Export,859
Delhi,West,Agriculture,Biomass,5,2023,1905,No,Import,796
Maharashtra,West,Agriculture,Nuclear,5,2023,1937,No,Export,892
Madhya Pradesh,East,Industrial,Biomass,8,2023,729,No,Export,903
Tamil Nadu,North,Transport,Nuclear,11,2023,3302,Yes,Import,755
Rajasthan,South,Residential,Nuclear,11,2024,1885,No,Export,73
Andhra Pradesh,East,Industrial,Hydro,3,2024,4080,No,Export,765
Andhra Pradesh,West,Residential,Hydro,6,2023,2227,Yes,Import,62
Madhya Pradesh,North,Industrial,Nuclear,12,2023,198,No,Import,271
Delhi,Central,Transport,Natural Gas,12,2024,1545,No,Export,538
Andhra Pradesh,South,Industrial,Wind,3,2024,4963,No,Export,311
Tamil Nadu,West,Residential,Oil,2,2024,1794,Yes,Export,977
West Bengal,East,Agriculture,Oil,8,2024,1696,No,Import,895
Karnataka,North,Residential,Solar,1,2023,3045,Yes,Import,243
Karnataka,South,Commercial,Coal,9,2024,1722,No,Export,82
Gujarat,North,Commercial,Hydro,11,2023,1989,Yes,Export,366
Uttar Pradesh,Central,Commercial,Nuclear,7,2023,707,No,Export,960
Maharashtra,East,Commercial,Coal,12,2023,3717,No,Import,612
Madhya Pradesh,North,Transport,Hydro,10,2024,1103,Yes,Import,493
Gujarat,West,Agriculture,Solar,12,2023,4121,No,Import,15
Uttar Pradesh,East,Agriculture,Oil,11,2024,626,No,Export,719
Delhi,West,Residential,Wind,4,2023,3145,Yes,Export,886
Rajasthan,North,Industrial,Nuclear,3,2024,3081,Yes,Export,717
Rajasthan,East,Residential,Solar,6,2023,4868,Yes,Import,991
Maharashtra,West,Residential,Oil,9,2023,4829,Yes,Export,817
Andhra Pradesh,Central,Residential,Natural Gas,9,2024,4887,No,Import,868
Tamil Nadu,Central,Residential,Hydro,4,2024,3022,No,Export,843
Gujarat,North,Agriculture,Nuclear,10,2023,3998,Yes,Import,146
Gujarat,East,Industrial,Coal,5,2023,2095,No,Export,788
Madhya Pradesh,South,Residential,Natural Gas,11,2024,3986,No,Export,413
Madhya Pradesh,East,Agriculture,Oil,9,2023,2998,Yes,Import,637
Rajasthan,Central,Residential,Natural Gas,2,2024,1677,Yes,Export,564
Rajasthan,West,Commercial,Biomass,2,2024,1538,Yes,Import,752
West Bengal,South,Residential,Wind,5,2023,4195,No,Export,579
West Bengal,North,Residential,Oil,1,2024,4248,No,Export,215
Andhra Pradesh,South,Transport,Natural Gas,8,2023,4513,No,Export,419
West Bengal,North,Commercial,Hydro,5,2024,985,Yes,Import,815
Tamil Nadu,South,Industrial,Wind,12,2024,3613,No,Export,615
Tamil Nadu,North,Residential,Nuclear,10,2023,3679,No,Import,45
Gujarat,North,Industrial,Biomass,2,2024,1764,No,Export,239
Karnataka,South,Commercial,Oil,12,2023,1852,No,Export,236
Tamil Nadu,South,Residential,Solar,9,2024,1470,No,Import,704
Uttar Pradesh,North,Transport,Wind,2,2024,3641,No,Export,271
Rajasthan,Central,Agriculture,Coal,7,2024,3570,No,Export,140
Madhya Pradesh,South,Transport,Hydro,8,2024,3361,Yes,Import,586
West Bengal,East,Transport,Oil,6,2023,2355,No,Import,901
Gujarat,West,Agriculture,Coal,11,2024,2045,No,Export,457
Maharashtra,North,Agriculture,Wind,7,2024,2017,No,Import,195
Madhya Pradesh,North,Agriculture,Oil,11,2024,3764,No,Import,638
Uttar Pradesh,West,Residential,Biomass,1,2023,4085,No,Export,195
West Bengal,Central,Industrial,Solar,4,2023,4535,Yes,Import,283
Uttar Pradesh,West,Industrial,Solar,7,2023,4918,Yes,Import,672
Rajasthan,South,Agriculture,Coal,1,2023,3508,No,Export,361
Rajasthan,West,Transport,Nuclear,1,2024,443,Yes,Import,422
Andhra Pradesh,North,Commercial,Nuclear,11,2024,4828,Yes,Import,160
Gujarat,West,Agriculture,Biomass,6,2024,3780,No,Export,393
Madhya Pradesh,East,Transport,Solar,4,2023,4415,No,Export,45
Delhi,South,Transport,Coal,3,2023,4294,Yes,Import,335
Delhi,West,Residential,Coal,12,2024,4956,Yes,Export,474
Madhya Pradesh,North,Residential,Oil,5,2024,77,No,Import,475
Maharashtra,South,Industrial,Oil,9,2024,3541,Yes,Import,104
Gujarat,North,Industrial,Coal,10,2023,4311,No,Import,143
Uttar Pradesh,Central,Commercial,Oil,10,2024,1223,Yes,Import,171
Maharashtra,East,Commercial,Wind,12,2024,388,No,Export,565
Karnataka,Central,Commercial,Oil,12,2023,1118,No,Export,309
Madhya Pradesh,East,Commercial,Biomass,11,2023,891,No,Import,804
Uttar Pradesh,West,Transport,Nuclear,10,2024,4334,Yes,Export,365
Delhi,South,Transport,Nuclear,3,2023,4796,No,Import,249
Tamil Nadu,West,Industrial,Wind,5,2024,343,No,Import,573
Andhra Pradesh,East,Residential,Hydro,10,2024,1907,Yes,Export,947
Delhi,East,Residential,Wind,5,2024,1372,No,Export,802
Gujarat,East,Agriculture,Biomass,9,2024,1697,No,Import,595
Rajasthan,North,Transport,Coal,11,2023,4948,No,Export,816
Tamil Nadu,South,Commercial,Wind,12,2023,3670,Yes,Import,759
Andhra Pradesh,West,Commercial,Coal,10,2023,4576,Yes,Export,176
Andhra Pradesh,West,Agriculture,Biomass,11,2024,3144,No,Export,149
Karnataka,Central,Residential,Natural Gas,4,2024,3541,No,Import,148
Karnataka,East,Commercial,Biomass,1,2024,3545,No,Export,890
West Bengal,East,Residential,Solar,10,2023,4632,No,Export,244
Delhi,East,Agriculture,Coal,5,2023,3851,Yes,Import,12
Delhi,West,Residential,Nuclear,1,2024,138,No,Import,265
Delhi,Central,Residential,Wind,6,2023,4416,Yes,Import,380
West Bengal,North,Residential,Natural Gas,12,2023,2006,No,Import,287
Maharashtra,South,Commercial,Biomass,10,2023,949,No,Import,525
Andhra Pradesh,North,Industrial,Coal,10,2023,3527,No,Import,913
Tamil Nadu,West,Transport,Natural Gas,7,2024,1794,No,Export,791
Gujarat,East,Residential,Hydro,1,2023,4423,Yes,Import,221
Andhra Pradesh,South,Residential,Solar,10,2024,2303,No,Import,225
Karnataka,West,Residential,Hydro,4,2023,3711,Yes,Import,279
Uttar Pradesh,West,Industrial,Biomass,9,2024,3010,Yes,Export,485
Rajasthan,West,Agriculture,Hydro,1,2024,1683,Yes,Import,537
West Bengal,South,Commercial,Hydro,9,2023,911,No,Import,937
Madhya Pradesh,South,Industrial,Solar,8,2024,4751,Yes,Export,73
Uttar Pradesh,Central,Residential,Solar,5,2024,1063,No,Export,760
Gujarat,Central,Industrial,Oil,6,2023,3349,No,Import,469
Delhi,North,Industrial,Solar,7,2024,1556,No,Export,25
Karnataka,South,Industrial,Natural Gas,4,2023,3255,Yes,Export,573
Karnataka,South,Agriculture,Oil,6,2024,4853,Yes,Import,28
Karnataka,South,Transport,Solar,7,2023,1027,No,Import,334
Delhi,Central,Commercial,Hydro,11,2023,3511,No,Import,917
Madhya Pradesh,West,Agriculture,Nuclear,6,2023,1867,Yes,Export,102
West Bengal,East,Agriculture,Nuclear,11,2023,3734,No,Import,782
Uttar Pradesh,Central,Transport,Oil,12,2023,4108,No,Export,819
Delhi,South,Agriculture,Solar,6,2024,2684,No,Import,26
Gujarat,Central,Industrial,Natural Gas,2,2024,4951,No,Export,632
West Bengal,North,Industrial,Wind,5,2023,4865,No,Import,849
Gujarat,South,Residential,Coal,3,2024,3716,No,Export,881
West Bengal,North,Agriculture,Biomass,7,2024,998,Yes,Import,497
Madhya Pradesh,South,Residential,Natural Gas,4,2024,523,No,Import,103
Rajasthan,Central,Commercial,Wind,1,2023,617,No,Import,19
Gujarat,West,Industrial,Biomass,12,2023,3482,Yes,Export,733
Delhi,East,Commercial,Wind,12,2024,4073,No,Export,758
West Bengal,North,Transport,Wind,6,2023,2308,Yes,Import,775
Karnataka,Central,Industrial,Oil,6,2023,3194,Yes,Export,537
Andhra Pradesh,West,Commercial,Nuclear,7,2024,4360,Yes,Import,498
Karnataka,Central,Transport,Coal,11,2023,2032,No,Export,153
Maharashtra,North,Commercial,Wind,8,2023,1146,No,Import,563
Rajasthan,East,Transport,Solar,3,2023,3620,No,Export,524
Rajasthan,Central,Transport,Biomass,6,2023,3440,No,Export,928
Karnataka,South,Industrial,Natural Gas,10,2023,2722,Yes,Export,479
Uttar Pradesh,West,Residential,Nuclear,2,2024,3696,No,Export,386
Madhya Pradesh,Central,Transport,Biomass,9,2023,2469,No,Export,677
Gujarat,West,Transport,Oil,2,2023,4329,No,Import,503
Delhi,South,Industrial,Solar,3,2024,3398,No,Export,694
Rajasthan,East,Residential,Solar,12,2024,723,Yes,Export,493
Karnataka,East,Agriculture,Wind,10,2023,2852,No,Export,461
Karnataka,South,Agriculture,Solar,12,2024,2419,No,Export,545
Madhya Pradesh,West,Residential,Coal,12,2023,4580,Yes,Import,796
Madhya Pradesh,Central,Commercial,Oil,2,2024,1116,No,Export,84
Tamil Nadu,South,Industrial,Solar,9,2023,737,No,Export,49
Tamil Nadu,North,Residential,Wind,1,2024,118,Yes,Import,311
Uttar Pradesh,West,Agriculture,Biomass,5,2023,2153,No,Import,561
Uttar Pradesh,East,Transport,Oil,1,2024,469,No,Export,71
Maharashtra,South,Agriculture,Solar,5,2023,4048,No,Import,759
Uttar Pradesh,East,Transport,Nuclear,8,2023,2647,Yes,Export,512
West Bengal,West,Industrial,Oil,8,2023,4388,Yes,Export,254
Madhya Pradesh,East,Transport,Oil,11,2024,2174,Yes,Import,27
Delhi,South,Residential,Natural Gas,8,2024,3942,No,Export,661
West Bengal,West,Transport,Nuclear,2,2023,489,No,Import,407
Gujarat,North,Commercial,Nuclear,8,2023,1336,No,Import,603
Karnataka,South,Residential,Biomass,12,2023,1258,Yes,Export,198
Uttar Pradesh,Central,Industrial,Hydro,5,2023,1128,Yes,Export,629
Karnataka,South,Residential,Natural Gas,1,2024,2613,No,Import,755
Rajasthan,West,Commercial,Nuclear,7,2024,3673,No,Export,789
Maharashtra,South,Industrial,Nuclear,6,2024,1303,No,Import,113
Rajasthan,North,Agriculture,Hydro,5,2023,3407,No,Import,932
Maharashtra,North,Commercial,Biomass,1,2023,3259,No,Import,655
Tamil Nadu,Central,Industrial,Natural Gas,1,2024,3599,No,Import,353
Karnataka,East,Transport,Nuclear,6,2024,664,No,Export,380
Maharashtra,West,Residential,Wind,10,2024,3128,No,Export,42
Andhra Pradesh,West,Industrial,Biomass,12,2024,2773,No,Export,758
West Bengal,East,Residential,Natural Gas,7,2023,3540,No,Export,383
Maharashtra,North,Transport,Nuclear,10,2023,3593,Yes,Export,857
Maharashtra,North,Industrial,Nuclear,10,2023,4565,Yes,Export,187
West Bengal,South,Agriculture,Hydro,1,2024,1950,Yes,Import,21
Karnataka,Central,Commercial,Natural Gas,9,2023,4421,No,Export,872
Karnataka,Central,Industrial,Wind,4,2024,1762,Yes,Import,962
West Bengal,Central,Transport,Biomass,5,2024,2379,Yes,Import,750
Rajasthan,South,Industrial,Solar,2,2024,3669,No,Import,830
Andhra Pradesh,Central,Residential,Coal,12,2024,1244,Yes,Export,790
Delhi,East,Industrial,Wind,10,2024,4956,No,Import,899
Gujarat,South,Agriculture,Solar,8,2023,1428,No,Export,465
Andhra Pradesh,East,Industrial,Wind,2,2023,1362,No,Import,879
Karnataka,South,Commercial,Natural Gas,3,2023,2965,Yes,Export,652
Delhi,Central,Industrial,Solar,12,2024,799,Yes,Export,258
Tamil Nadu,East,Residential,Natural Gas,9,2023,350,No,Export,457
Uttar Pradesh,East,Industrial,Solar,2,2024,4745,No,Export,989
Maharashtra,East,Agriculture,Wind,6,2023,4032,No,Export,579
West Bengal,South,Transport,Hydro,12,2024,4674,Yes,Import,13
West Bengal,West,Industrial,Wind,4,2024,3887,No,Export,245
Maharashtra,Central,Industrial,Natural Gas,7,2023,327,Yes,Export,182
Uttar Pradesh,East,Commercial,Wind,6,2024,4808,No,Import,331
Gujarat,West,Agriculture,Oil,10,2023,2608,No,Export,380
Uttar Pradesh,Central,Transport,Oil,9,2023,3967,No,Export,557
Delhi,Central,Residential,Solar,9,2023,2211,No,Export,800
Uttar Pradesh,East,Industrial,Oil,10,2024,4725,No,Export,758
Delhi,East,Transport,Coal,4,2024,1439,No,Export,796
Uttar Pradesh,South,Residential,Solar,1,2024,740,No,Import,305
Gujarat,West,Agriculture,Oil,2,2024,4782,No,Export,849
Gujarat,West,Agriculture,Nuclear,8,2023,3518,No,Import,409
Karnataka,East,Transport,Wind,10,2024,1898,No,Export,67
Maharashtra,Central,Residential,Biomass,8,2023,4968,No,Import,884
Gujarat,East,Agriculture,Wind,2,2023,3866,No,Import,539
Delhi,Central,Transport,Oil,4,2024,989,No,Import,557
Gujarat,Central,Agriculture,Hydro,1,2024,3232,Yes,Export,417
Karnataka,East,Agriculture,Natural Gas,7,2023,3359,Yes,Export,650
West Bengal,North,Agriculture,Biomass,4,2024,2100,Yes,Import,522
Delhi,West,Commercial,Solar,11,2023,1796,No,Export,73
Karnataka,Central,Residential,Hydro,8,2024,2501,No,Export,583
Rajasthan,Central,Transport,Wind,9,2024,74,No,Import,887
Rajasthan,North,Transport,Oil,12,2023,2606,No,Export,429
Tamil Nadu,South,Residential,Solar,9,2023,110,No,Import,852
Uttar Pradesh,North,Residential,Solar,3,2023,172,Yes,Export,155
Maharashtra,North,Residential,Nuclear,5,2024,2152,No,Import,281
Madhya Pradesh,Central,Residential,Nuclear,6,2024,1236,No,Export,26
Andhra Pradesh,West,Industrial,Oil,6,2024,1780,No,Export,801
Karnataka,North,Transport,Oil,10,2023,4691,Yes,Import,107
West Bengal,South,Industrial,Coal,8,2023,4139,No,Import,461
Andhra Pradesh,East,Agriculture,Nuclear,6,2024,2522,No,Export,748
West Bengal,North,Agriculture,Natural Gas,6,2023,3015,No,Import,984
Andhra Pradesh,North,Transport,Biomass,4,2024,2327,No,Import,907
Karnataka,South,Agriculture,Solar,7,2023,4137,No,Import,252
Madhya Pradesh,West,Residential,Nuclear,8,2024,3014,No,Import,488
Andhra Pradesh,North,Industrial,Oil,3,2024,1360,No,Import,210
Karnataka,North,Residential,Coal,7,2024,204,No,Export,915
Gujarat,West,Agriculture,Oil,3,2023,2262,No,Import,958
Madhya Pradesh,South,Industrial,Oil,8,2023,3303,Yes,Import,482
Delhi,North,Residential,Oil,1,2024,1312,No,Import,188
West Bengal,West,Transport,Wind,1,2024,1412,Yes,Import,517
Rajasthan,North,Residential,Biomass,6,2024,987,Yes,Export,462
Uttar Pradesh,East,Agriculture,Nuclear,10,2024,561,Yes,Import,279
Rajasthan,Central,Industrial,Solar,9,2024,236,Yes,Export,243
Madhya Pradesh,East,Transport,Wind,12,2024,1895,No,Export,633
Delhi,North,Industrial,Oil,4,2023,1752,No,Import,495
West Bengal,South,Transport,Natural Gas,6,2023,440,Yes,Import,587
Delhi,Central,Industrial,Solar,12,2023,704,No,Export,347
Andhra Pradesh,East,Agriculture,Wind,5,2023,4321,No,Export,870
West Bengal,West,Transport,Natural Gas,12,2024,2871,No,Export,958
Andhra Pradesh,South,Commercial,Natural Gas,1,2024,813,No,Import,766
Karnataka,East,Industrial,Biomass,6,2024,3450,No,Export,766
Madhya Pradesh,West,Industrial,Solar,9,2023,4856,Yes,Import,989
Karnataka,North,Residential,Nuclear,12,2023,3317,Yes,Export,457
Tamil Nadu,West,Transport,Nuclear,3,2024,1135,Yes,Export,593
Delhi,East,Commercial,Coal,11,2023,1979,No,Import,366
Andhra Pradesh,East,Agriculture,Wind,3,2023,4426,No,Import,58
Gujarat,North,Residential,Coal,2,2024,2013,Yes,Export,505
Karnataka,West,Commercial,Hydro,4,2024,1835,Yes,Import,355
Tamil Nadu,West,Transport,Nuclear,10,2024,2324,Yes,Import,711
Maharashtra,North,Commercial,Wind,3,2023,2736,No,Export,302
Rajasthan,West,Industrial,Biomass,12,2024,3018,Yes,Import,698
West Bengal,North,Industrial,Coal,2,2024,4622,No,Import,973
Tamil Nadu,South,Residential,Biomass,1,2024,765,Yes,Export,682
Madhya Pradesh,East,Transport,Biomass,3,2023,292,No,Export,159
Karnataka,South,Transport,Oil,10,2023,3965,Yes,Import,591
Madhya Pradesh,Central,Commercial,Oil,6,2024,1573,No,Import,554
Rajasthan,Central,Residential,Biomass,9,2024,887,Yes,Import,805
Gujarat,Central,Transport,Coal,11,2023,3373,No,Export,865
Delhi,North,Industrial,Oil,5,2023,3003,No,Export,269
Delhi,West,Commercial,Hydro,3,2024,1395,No,Import,331
Madhya Pradesh,South,Agriculture,Natural Gas,5,2023,2473,No,Import,86
Andhra Pradesh,South,Industrial,Natural Gas,5,2024,2078,Yes,Import,119
Gujarat,South,Residential,Oil,5,2024,1482,Yes,Export,826
Delhi,South,Transport,Coal,12,2023,289,No,Export,905
Gujarat,Central,Industrial,Natural Gas,12,2024,188,No,Import,660
Tamil Nadu,South,Agriculture,Solar,7,2024,3243,No,Import,556
Gujarat,West,Agriculture,Natural Gas,5,2023,469,No,Import,432
Uttar Pradesh,Central,Residential,Nuclear,7,2024,353,No,Import,403
Rajasthan,South,Industrial,Coal,9,2023,2212,No,Export,244
Delhi,North,Commercial,Oil,5,2024,2076,Yes,Import,339
Gujarat,East,Industrial,Oil,2,2024,4152,No,Import,721
Madhya Pradesh,East,Agriculture,Natural Gas,5,2023,2276,Yes,Export,334
Maharashtra,East,Residential,Coal,8,2023,1218,No,Import,160
Uttar Pradesh,Central,Residential,Hydro,12,2023,465,Yes,Import,555
Uttar Pradesh,South,Commercial,Solar,4,2023,2763,Yes,Import,645
Andhra Pradesh,Central,Residential,Oil,2,2023,199,No,Import,888
Gujarat,West,Residential,Coal,10,2023,2494,No,Import,41
Andhra Pradesh,North,Residential,Oil,3,2024,888,Yes,Import,281
Andhra Pradesh,North,Residential,Oil,9,2023,1746,Yes,Export,845
Maharashtra,East,Residential,Nuclear,9,2024,4389,No,Import,831
Tamil Nadu,East,Agriculture,Natural Gas,8,2023,1960,No,Export,645
Gujarat,East,Industrial,Nuclear,8,2024,1471,No,Export,933
Karnataka,South,Transport,Natural Gas,8,2024,3051,No,Export,377
Delhi,West,Residential,Oil,8,2023,1370,Yes,Export,501
Andhra Pradesh,West,Transport,Coal,8,2024,4085,No,Import,325
Rajasthan,West,Transport,Biomass,1,2024,1573,No,Import,599
West Bengal,West,Agriculture,Natural Gas,6,2024,3928,No,Import,597
Rajasthan,East,Residential,Biomass,12,2023,602,Yes,Import,581
Maharashtra,North,Transport,Solar,9,2023,3806,No,Export,606
Maharashtra,East,Residential,Nuclear,8,2024,3721,No,Export,377
Madhya Pradesh,West,Commercial,Biomass,3,2023,531,No,Export,89
Tamil Nadu,East,Commercial,Nuclear,11,2023,649,No,Import,895
Delhi,West,Commercial,Natural Gas,1,2024,1214,No,Export,181
Andhra Pradesh,Central,Transport,Natural Gas,2,2024,4728,No,Import,267
Rajasthan,North,Commercial,Solar,11,2023,4282,Yes,Export,288
West Bengal,Central,Agriculture,Natural Gas,2,2023,1053,No,Import,513
Maharashtra,South,Agriculture,Oil,7,2023,2032,No,Export,742
Maharashtra,East,Transport,Solar,12,2024,1684,No,Export,567
Tamil Nadu,South,Residential,Biomass,6,2023,3047,Yes,Import,500
West Bengal,East,Industrial,Natural Gas,11,2023,736,No,Export,594
West Bengal,Central,Residential,Coal,2,2023,3464,Yes,Export,575
Tamil Nadu,West,Residential,Wind,8,2024,1809,Yes,Import,848
Maharashtra,West,Residential,Hydro,9,2024,4987,No,Export,742
Delhi,East,Residential,Oil,7,2024,2530,No,Export,902
Gujarat,West,Industrial,Wind,4,2023,1387,Yes,Export,346
Gujarat,Central,Commercial,Wind,1,2023,164,No,Export,530
Tamil Nadu,West,Residential,Nuclear,4,2024,4007,No,Import,335
West Bengal,Central,Agriculture,Oil,4,2023,618,No,Import,181
Andhra Pradesh,South,Transport,Oil,8,2023,1603,Yes,Export,93
Tamil Nadu,Central,Transport,Solar,4,2023,2739,No,Import,851
Delhi,North,Agriculture,Nuclear,4,2024,4640,No,Export,850
Tamil Nadu,North,Residential,Biomass,2,2023,3390,Yes,Import,533
Uttar Pradesh,North,Industrial,Hydro,12,2023,3038,No,Export,490
Rajasthan,East,Commercial,Biomass,10,2024,3201,No,Export,553
West Bengal,East,Transport,Coal,7,2023,3577,Yes,Import,427
Madhya Pradesh,East,Commercial,Hydro,4,2024,3065,No,Export,348
Madhya Pradesh,Central,Industrial,Nuclear,11,2023,871,No,Export,810
West Bengal,East,Transport,Natural Gas,6,2024,3624,No,Export,329
Delhi,South,Commercial,Natural Gas,3,2024,3837,No,Export,313
Uttar Pradesh,North,Industrial,Nuclear,7,2023,1658,Yes,Import,281
Uttar Pradesh,Central,Commercial,Biomass,6,2023,609,No,Import,699
Maharashtra,North,Residential,Nuclear,3,2024,4113,Yes,Import,123
Rajasthan,East,Industrial,Nuclear,4,2023,4485,No,Import,416
Gujarat,Central,Commercial,Wind,10,2024,661,Yes,Export,35
Karnataka,West,Residential,Coal,5,2023,2213,Yes,Export,246
Delhi,South,Residential,Oil,9,2023,1931,No,Export,319
Karnataka,East,Industrial,Natural Gas,6,2023,4219,Yes,Export,693
Karnataka,East,Agriculture,Wind,4,2023,3913,No,Import,242
West Bengal,South,Transport,Nuclear,11,2024,3758,No,Import,558
Madhya Pradesh,South,Industrial,Solar,11,2024,1759,No,Import,274
Madhya Pradesh,West,Residential,Wind,7,2023,1811,No,Export,999
Gujarat,East,Residential,Nuclear,2,2023,1742,Yes,Export,22
West Bengal,East,Industrial,Natural Gas,4,2023,1295,Yes,Export,505
Karnataka,North,Agriculture,Oil,5,2023,175,No,Export,325
Andhra Pradesh,Central,Transport,Nuclear,4,2023,4802,No,Import,627
Madhya Pradesh,Central,Commercial,Coal,4,2024,1249,No,Import,647
Delhi,North,Industrial,Biomass,11,2024,2761,Yes,Import,857
Delhi,Central,Transport,Hydro,9,2023,3496,Yes,Export,393
Maharashtra,South,Transport,Wind,11,2024,1040,Yes,Import,651
Tamil Nadu,Central,Residential,Wind,2,2024,3115,Yes,Export,325
Andhra Pradesh,Central,Commercial,Wind,6,2023,1571,Yes,Import,265
Madhya Pradesh,North,Industrial,Nuclear,8,2024,4778,No,Import,450
Uttar Pradesh,West,Residential,Oil,8,2024,2548,Yes,Export,124
Madhya Pradesh,Central,Residential,Coal,11,2024,2615,No,Export,308
Maharashtra,Central,Agriculture,Oil,7,2024,4840,No,Export,924
Delhi,West,Transport,Nuclear,10,2023,2647,Yes,Import,133
Karnataka,North,Industrial,Nuclear,11,2024,165,No,Import,265
Uttar Pradesh,West,Industrial,Biomass,4,2024,1081,No,Import,660
West Bengal,North,Industrial,Solar,7,2024,1291,No,Import,727
Rajasthan,South,Residential,Coal,10,2023,1792,No,Export,56
Karnataka,North,Agriculture,Wind,6,2024,3688,Yes,Import,738
Rajasthan,South,Commercial,Hydro,11,2024,4449,No,Export,840
Andhra Pradesh,South,Residential,Wind,6,2024,4140,No,Import,912
Tamil Nadu,North,Commercial,Oil,2,2023,2025,No,Export,472
Uttar Pradesh,East,Agriculture,Nuclear,8,2023,4233,No,Export,359
Gujarat,North,Transport,Coal,8,2023,4453,No,Import,132
Uttar Pradesh,Central,Industrial,Natural Gas,11,2023,4947,No,Import,40
Madhya Pradesh,Central,Commercial,Coal,7,2023,213,No,Export,993
Delhi,East,Residential,Coal,11,2024,3360,No,Import,64
Madhya Pradesh,South,Commercial,Solar,9,2023,3438,No,Export,162
Madhya Pradesh,East,Transport,Wind,8,2024,1045,Yes,Import,465
Andhra Pradesh,Central,Industrial,Solar,9,2023,1927,Yes,Import,295
Karnataka,East,Commercial,Natural Gas,9,2023,1873,No,Import,45
Gujarat,North,Transport,Natural Gas,6,2023,4956,Yes,Import,827
Gujarat,East,Residential,Biomass,2,2024,2345,Yes,Import,919
Madhya Pradesh,South,Agriculture,Oil,12,2024,3314,No,Export,806
Rajasthan,North,Residential,Hydro,7,2024,1398,Yes,Import,932
Andhra Pradesh,West,Industrial,Biomass,3,2023,1853,Yes,Export,894
Madhya Pradesh,Central,Residential,Nuclear,7,2023,2301,No,Export,265
Tamil Nadu,Central,Residential,Solar,9,2023,2950,No,Export,187
Delhi,East,Residential,Solar,10,2023,1643,No,Import,557
